episode,r,l
6445,368.9387937936487,595.0
6446,390.47142627537437,510.0
6447,459.80703306118386,577.0
6448,529.9080187323414,866.0
6449,345.8391652876369,446.0
6450,353.52116125144846,438.0
6451,374.37294981400225,478.0
6452,438.5381301659593,846.0
6453,472.5363949192996,658.0
6454,390.9285875983433,655.0
6455,455.26758751449023,687.0
6456,409.6056654585888,526.0
6457,373.3488250714108,471.0
6458,439.4844645873822,608.0
6459,380.51323053345857,606.0
6460,528.3007728034374,815.0
6461,558.4822349988266,802.0
6462,390.3265104884735,520.0
6463,365.78882052278783,469.0
6464,338.895971115682,440.0
6465,352.6002661758346,447.0
6466,584.1102815326307,809.0
6467,356.09769722091625,603.0
6468,414.0518419866967,525.0
6469,528.2772222174322,725.0
6470,511.8445678803622,672.0
6471,428.93521931868145,603.0
6472,461.67828044006984,619.0
6473,351.29528210882347,464.0
6474,398.42269894787137,539.0
6475,456.2719086929119,890.0
6476,495.6453792498346,652.0
6477,398.7732698649576,519.0
6478,424.8434374659257,558.0
6479,479.4388512801089,670.0
6480,326.54619350600274,433.0
6481,318.9201269819246,426.0
6482,686.0052110237922,999.0
6483,423.4255050827021,546.0
6484,606.0292611196455,877.0
6485,408.41024487566574,528.0
6486,463.2532899749174,693.0
6487,455.8076409520011,579.0
6488,359.9246735237592,474.0
6489,429.22706104980574,571.0
6490,533.2229902311117,690.0
6491,410.7103794103969,544.0
6492,443.3689844669378,542.0
6493,426.2652447546584,550.0
6494,314.82075013817325,393.0
6495,431.59939774756094,591.0
6496,419.54846311999245,565.0
6497,536.7634514298182,685.0
6498,509.6363075054329,741.0
6499,352.3085307127048,495.0
6500,320.58263223032026,428.0
6501,439.1308767364238,840.0
6502,378.36729831197493,473.0
6503,438.57723008509265,664.0
6504,369.0894767941747,471.0
6505,536.3193396026692,787.0
6506,588.2180493953188,1001.0
6507,588.3776647575074,920.0
6508,496.44831940183707,661.0
6509,473.41569372809016,652.0
6510,357.8416255176087,488.0
6511,384.3514822324621,518.0
6512,327.5639967132022,426.0
6513,546.4381276688706,777.0
6514,435.77142252167994,562.0
6515,442.44639179269274,595.0
6516,491.0683688114426,843.0
6517,455.6926082051779,586.0
6518,572.2465351971622,807.0
6519,297.6395728058089,385.0
6520,430.30841357421656,543.0
6521,542.8981852751459,710.0
6522,348.9919784597138,446.0
6523,431.768785879806,560.0
6524,488.7298138307376,613.0
6525,376.01298680322907,465.0
6526,314.26004835349113,425.0
6527,356.692814906845,462.0
6528,451.31633585933196,579.0
6529,294.19084882003835,377.0
6530,349.8710908883089,450.0
6531,376.429102424198,488.0
6532,465.8680865440023,638.0
6533,393.3698935605411,530.0
6534,455.6348150036552,633.0
6535,358.25518109056145,469.0
6536,444.1862689656623,573.0
6537,356.03435748686724,460.0
6538,375.06089939627424,493.0
6539,437.4521718029914,561.0
6540,417.2939852667129,543.0
6541,258.79923068254084,359.0
6542,342.48520017543217,451.0
6543,556.2407772524977,1001.0
6544,247.72863726724884,345.0
6545,500.73603541761815,861.0
6546,413.8323443472826,515.0
6547,369.35607970054656,492.0
6548,445.67565117676304,576.0
6549,346.45000488628585,452.0
6550,562.6291830873206,746.0
6551,506.46533560253596,721.0
6552,489.4684587434986,709.0
6553,529.7705468687359,711.0
6554,361.1380720423602,453.0
6555,279.3973239563789,381.0
6556,304.6531323362131,448.0
6557,385.3949186921003,500.0
6558,495.1793627856308,948.0
6559,481.4338908763594,832.0
6560,484.60016759111346,612.0
6561,424.50505325829965,553.0
6562,409.8439556656665,530.0
6563,412.5630754571068,517.0
6564,470.38472304157824,632.0
6565,403.9356460806715,509.0
6566,372.0392590724693,518.0
6567,443.0888229829091,627.0
6568,423.96788934936984,573.0
6569,482.85869283544764,880.0
6570,587.6018804427623,1001.0
6571,369.8288808720348,477.0
6572,513.234995427546,786.0
6573,432.32269867446837,575.0
6574,512.4160926176276,711.0
6575,262.98847045763705,346.0
6576,532.3882926963048,689.0
6577,501.31139217874426,673.0
6578,328.77887425481094,433.0
6579,343.259131967863,436.0
6580,489.09387731317975,700.0
6581,349.98160576894924,438.0
6582,394.3769401778837,546.0
6583,472.8116973160948,614.0
6584,587.0185736819768,744.0
6585,281.01990529075226,375.0
6586,446.3534936113585,573.0
6587,368.5969414530337,486.0
6588,330.5920835414036,424.0
6589,408.3265753609027,523.0
6590,545.6621749704434,854.0
6591,282.20763773342577,364.0
6592,373.4189094702947,479.0
6593,517.471578480196,667.0
6594,407.23601599272877,514.0
6595,412.0094647049377,552.0
6596,348.54148209362074,456.0
6597,332.4622336450434,426.0
6598,382.32546114142326,485.0
6599,564.7865476497996,850.0
6600,371.1962303154038,468.0
6601,489.90431928360687,635.0
6602,394.0095766497207,506.0
6603,420.8217082793488,568.0
6604,405.44084345118637,515.0
6605,331.0118015791495,455.0
6606,455.6934056525585,631.0
6607,424.7985103269191,546.0
6608,699.7724684355416,992.0
6609,477.8294206193864,655.0
6610,370.08237028265927,489.0
6611,462.85991208149954,661.0
6612,381.51904823071567,483.0
6613,348.4572894097127,442.0
6614,357.92367452643197,455.0
6615,497.6631910263973,612.0
6616,447.7759512345819,630.0
6617,354.30260530562333,457.0
6618,391.5807186748872,573.0
6619,458.3689371573916,628.0
6620,409.5164302960899,519.0
6621,480.26710117234876,734.0
6622,661.4925473128677,910.0
6623,332.74229318748286,439.0
6624,387.1590097603981,516.0
6625,421.474107249632,589.0
6626,503.4309495597541,665.0
6627,330.28631835487283,440.0
6628,509.7327445217183,673.0
6629,573.9188205874636,787.0
6630,579.7619609143336,1001.0
6631,521.589095272806,935.0
6632,500.5571547897869,633.0
6633,544.0436409296901,775.0
6634,392.62176689578064,496.0
6635,367.6040885666078,526.0
6636,327.1004683745699,437.0
6637,385.6925150269244,532.0
6638,446.13071783622865,608.0
6639,305.2621599730601,517.0
6640,553.0601161260965,802.0
6641,379.84338172554936,482.0
6642,593.9664962134171,790.0
6643,463.44393152564413,585.0
6644,408.14632303907075,523.0
6645,519.1305909792092,693.0
6646,472.84050938656327,622.0
6647,371.6522111049804,459.0
6648,549.8252502506703,739.0
6649,459.67101507000217,639.0
6650,485.7907256089215,619.0
6651,377.94946783785616,474.0
6652,407.1036041888016,532.0
6653,498.09779521624773,783.0
6654,400.1364782591659,545.0
6655,464.1966334382084,587.0
6656,402.2679609146401,517.0
6657,396.2058534488735,490.0
6658,429.82218914710495,570.0
6659,416.1784804148568,528.0
6660,391.0280974850106,490.0
6661,327.7721366507404,442.0
6662,391.30627661013847,520.0
6663,463.45116456501216,841.0
6664,409.06566406272236,572.0
6665,364.3551853140703,474.0
6666,398.97359163565415,514.0
6667,482.80757581087477,847.0
6668,473.12781377627755,629.0
6669,375.10399566269365,459.0
6670,539.0191604868807,748.0
6671,514.8298854304483,633.0
6672,480.3470792475586,697.0
6673,424.23355815252336,545.0
6674,553.4069259073019,706.0
6675,336.6495417030821,509.0
6676,502.8017626592204,630.0
6677,484.9729203284969,699.0
6678,619.2326913282149,1001.0
6679,530.0140191009217,885.0
6680,433.91998623094406,566.0
6681,461.01859768403426,803.0
6682,354.1075242845182,482.0
6683,448.75297748826256,599.0
6684,561.2742620195461,823.0
6685,425.0828377911932,705.0
6686,389.5241056273855,492.0
6687,435.95521491132905,605.0
6688,369.7844422194811,472.0
6689,392.43932823604325,515.0
6690,390.11537199866757,531.0
6691,500.82037127227613,711.0
6692,279.50709889226124,355.0
6693,479.1138655832502,616.0
6694,387.872173122447,500.0
6695,457.1912164633648,670.0
6696,448.8917243445105,562.0
6697,368.1043860724801,462.0
6698,402.1218015364673,505.0
6699,486.60531371539724,625.0
6700,478.64181670954946,707.0
6701,453.5081851188697,579.0
6702,326.03703181803075,426.0
6703,410.89897826762143,517.0
6704,460.7983923111708,617.0
6705,482.53879389854706,653.0
6706,465.6900219985574,604.0
6707,471.4245984605585,607.0
6708,422.5188127616874,568.0
6709,477.3754376986311,603.0
6710,487.9735489472952,622.0
6711,337.67921509829046,442.0
6712,420.4095009493809,521.0
6713,292.0603041788393,394.0
6714,473.042895564049,588.0
6715,451.0747202803699,564.0
6716,502.2939138667211,651.0
6717,399.7346061806092,525.0
6718,427.47327560698176,539.0
6719,445.1552413815015,703.0
6720,394.49762370509427,574.0
6721,311.9570271401406,398.0
6722,476.83502802245624,612.0
6723,550.6642581516236,732.0
6724,407.60046477734187,759.0
6725,371.21033466983704,644.0
6726,352.55424665468735,436.0
6727,391.3967824394352,488.0
6728,355.90028705121824,496.0
6729,422.99917738538153,741.0
6730,289.68571040980413,398.0
6731,330.2798414311983,423.0
6732,261.7668453763516,368.0
6733,370.655331729041,476.0
6734,474.11193343630737,625.0
6735,598.7233164330825,836.0
6736,364.59356534143666,512.0
6737,380.2553706400914,485.0
6738,461.1096236391837,589.0
6739,301.9208625188182,546.0
6740,318.2293465827057,427.0
6741,452.4715988932399,579.0
6742,323.22745787410213,411.0
6743,439.731429851674,773.0
6744,339.8973702100873,464.0
6745,484.5092352790168,608.0
6746,556.4420582933145,802.0
6747,669.3268341480336,989.0
6748,364.6271623299755,461.0
6749,499.57712868548424,631.0
6750,473.7961711871491,639.0
6751,240.02380435435416,355.0
6752,217.4139058357696,374.0
6753,401.71678573922685,701.0
6754,351.90860093292184,471.0
6755,432.05162091152215,552.0
6756,478.8742642404522,580.0
6757,392.71757309600747,485.0
6758,329.01671307692004,421.0
6759,522.0006238208643,739.0
6760,417.17564192686325,540.0
6761,261.69456656622685,361.0
6762,560.8863586075079,925.0
6763,431.01413705962676,549.0
6764,466.51653831503984,583.0
6765,550.1267729238392,742.0
6766,383.7060460346336,494.0
6767,413.05917100034446,516.0
6768,436.10071467362104,551.0
6769,369.0672108150051,462.0
6770,402.8228789393423,508.0
6771,382.04257582153883,511.0
6772,253.99485333292597,343.0
6773,352.1773314186597,446.0
6774,319.5875858290225,398.0
6775,266.08878123072736,354.0
6776,401.2931549084396,529.0
6777,392.47178336889914,519.0
6778,321.17175772683396,424.0
6779,419.3556002870372,549.0
6780,407.88785345750097,525.0
6781,442.3461572270828,562.0
6782,539.0085510572693,797.0
6783,389.0749133479437,479.0
6784,492.57722785051885,679.0
6785,415.7721136324579,560.0
6786,531.6831747114192,661.0
6787,381.5397208653536,489.0
6788,410.09492077949113,526.0
6789,506.2887711341717,767.0
6790,450.5898350050623,667.0
6791,361.0999848477064,457.0
6792,538.1947449423418,832.0
6793,390.2152948103346,491.0
6794,369.2196711568525,478.0
6795,427.117104238567,545.0
6796,319.22117844822293,548.0
6797,419.1164402873616,546.0
6798,545.7633921034724,697.0
6799,394.05725713190327,512.0
6800,480.12211775920633,606.0
6801,390.60605581090067,489.0
6802,284.21390685567485,506.0
6803,422.7101809240967,575.0
6804,529.3883977765624,734.0
6805,477.3723835290014,620.0
6806,592.3330215888726,772.0
6807,316.10013570908234,414.0
6808,325.5170437534298,444.0
6809,443.2830670781561,664.0
6810,302.76601256528505,410.0
6811,512.9518479269076,704.0
6812,402.56544655173764,652.0
6813,419.89315239131383,603.0
6814,467.09920234363284,611.0
6815,619.872279008499,1001.0
6816,411.4011547784457,533.0
6817,360.68833885020973,454.0
6818,511.37284055356395,713.0
6819,516.4660457465025,659.0
6820,515.3431089577674,697.0
6821,343.8713488034863,440.0
6822,452.95291857615933,625.0
6823,351.84635456160834,466.0
6824,579.5099416752911,804.0
6825,361.36176443526114,464.0
6826,484.0945014371648,674.0
6827,596.8131722820651,749.0
6828,384.2637260259042,492.0
6829,405.93360564272416,508.0
6830,366.7129849494089,466.0
6831,456.5341573933503,719.0
6832,458.03385697478404,636.0
6833,433.6598480108715,534.0
6834,348.54568898289676,430.0
6835,593.846973385721,774.0
6836,484.89720940413537,609.0
6837,532.7207530317392,704.0
6838,221.7642311678417,328.0
6839,468.5045512170513,605.0
6840,406.1853086451713,525.0
6841,442.9499607460093,588.0
6842,351.8119095200084,452.0
6843,546.6808484829177,781.0
6844,529.3243366488666,713.0
6845,468.6196271607038,637.0
6846,431.480298034689,554.0
6847,246.9070706238016,341.0
6848,468.56858576621175,626.0
6849,366.8535967247578,580.0
6850,417.6778503340501,543.0
6851,479.5550702261636,602.0
6852,476.59455273999157,614.0
6853,531.9670034557569,691.0
6854,368.27786485102075,472.0
6855,370.0867932334442,461.0
6856,304.6392815960916,399.0
6857,242.13127478047673,351.0
6858,213.57815538100346,303.0
6859,349.290224816781,447.0
6860,406.6164975078064,514.0
6861,442.67304704854365,564.0
6862,528.4534536733878,782.0
6863,516.4996796417078,664.0
6864,638.1376427158064,865.0
6865,399.30599328302793,597.0
6866,503.7531414398664,684.0
6867,409.0178041464834,536.0
6868,407.6114316609951,546.0
6869,349.51566796888835,457.0
6870,319.14431337709317,414.0
6871,474.5754953297054,661.0
6872,379.85924237659225,478.0
6873,548.3512406167996,734.0
6874,460.095457906201,615.0
6875,388.1376462412945,514.0
6876,351.65625899253513,457.0
6877,395.62263760194037,501.0
6878,374.0674471327519,473.0
6879,345.64465423193167,445.0
6880,305.6360181761964,396.0
6881,388.57671300499646,486.0
6882,298.6164992796015,398.0
6883,305.67962959188935,411.0
6884,384.9418852257428,511.0
6885,451.3414440150887,572.0
6886,410.2434656386369,515.0
6887,440.59184882098555,583.0
6888,545.9075488747671,712.0
6889,414.7356483148863,557.0
6890,277.28893473802157,367.0
6891,343.97218785149664,436.0
6892,402.01438756791975,523.0
6893,418.6454120405969,533.0
6894,399.29610592405896,511.0
6895,416.09826401796056,529.0
6896,438.75096132363745,548.0
6897,317.5435568093596,419.0
6898,357.96498359781066,445.0
6899,496.9469897866528,627.0
6900,517.6915969708083,686.0
6901,382.0222405899648,487.0
6902,287.59207786175307,413.0
6903,371.34922268953363,477.0
6904,460.2988871644211,566.0
6905,393.291968166354,485.0
6906,415.8452684199144,522.0
6907,275.2239450012072,400.0
6908,425.16579487682145,547.0
6909,324.0166869738139,437.0
6910,454.19503712557326,563.0
6911,503.360154217625,681.0
6912,305.38493068773954,401.0
6913,408.3703757270288,505.0
6914,612.3298559076317,1001.0
6915,352.5674115380185,463.0
6916,403.7575837689369,528.0
6917,312.9177417966934,398.0
6918,339.79314502561374,429.0
6919,329.29459942518747,548.0
6920,317.09952775978604,435.0
6921,276.95171941726744,384.0
6922,426.4698937295099,558.0
6923,435.11966290765315,544.0
6924,477.27499147169794,597.0
6925,398.9393028384028,536.0
6926,453.113472741627,569.0
6927,366.5272053414239,462.0
6928,394.67395870164904,514.0
6929,284.44719132493174,389.0
6930,407.04797166915205,510.0
6931,330.5140941712052,432.0
6932,355.22606546009564,438.0
6933,246.56155692540005,385.0
6934,387.0003620015972,483.0
6935,247.9453837063508,338.0
6936,454.90085616888575,569.0
6937,404.6211490769681,519.0
6938,407.8333306734314,491.0
6939,280.48776023393185,371.0
6940,608.5306920457252,764.0
6941,420.37722965712527,528.0
6942,433.6153494187771,592.0
6943,376.6429533664222,479.0
6944,467.01214889322034,582.0
6945,386.064317718456,533.0
6946,369.05202194146113,500.0
6947,338.5410905124895,440.0
6948,417.4581193798059,554.0
6949,483.99065444654445,639.0
6950,479.9617300258641,619.0
6951,289.21375085905623,398.0
6952,470.78657474049544,595.0
6953,345.99236782575485,534.0
6954,410.5868979948349,512.0
6955,380.99145543213507,478.0
6956,451.3239641470577,595.0
6957,351.364428136873,461.0
6958,412.30198668951033,512.0
6959,409.2573543739972,516.0
6960,392.0203392119854,494.0
6961,456.4240132846878,565.0
6962,373.07192406058095,487.0
6963,444.85675986055435,557.0
6964,353.39530190480906,437.0
6965,394.2143453376283,495.0
6966,460.48555947822496,559.0
6967,520.9480432433459,676.0
6968,359.0611822186648,453.0
6969,508.4225176847389,645.0
6970,485.52328810510534,651.0
6971,556.7549804066459,697.0
6972,508.41068150439935,637.0
6973,303.46388374554067,398.0
6974,355.46451674625604,483.0
6975,440.60038115124104,530.0
6976,484.18673948520603,724.0
6977,439.7375272157822,546.0
6978,460.71162828702893,587.0
6979,432.1907400376437,550.0
6980,456.7578827120562,566.0
6981,446.56712000716715,563.0
6982,397.3530839779886,521.0
6983,510.5319014121817,642.0
6984,437.73329007044697,556.0
6985,423.1229905588442,614.0
6986,548.5692420526523,733.0
6987,556.0249683703598,688.0
6988,316.2129234982082,389.0
6989,442.5153295691044,576.0
6990,458.095388045287,587.0
6991,455.1728114957578,565.0
6992,413.50270955145453,501.0
6993,380.60911311053115,490.0
6994,513.7772396225249,653.0
6995,441.94204885383874,673.0
6996,423.3851747909434,527.0
6997,473.6066987552656,585.0
6998,463.1355890127026,593.0
6999,469.4360727335303,617.0
7000,525.9231631805668,731.0
7001,433.1439306793786,554.0
7002,429.2222585762961,547.0
7003,431.07026786084833,545.0
7004,447.84669715043214,582.0
7005,500.0925060663363,660.0
7006,268.7817977491342,369.0
7007,501.01348412486965,667.0
7008,406.29186480519013,513.0
7009,399.91511460710797,602.0
7010,445.5362980957302,539.0
7011,460.31053840734853,588.0
7012,468.1867594781723,600.0
7013,471.5947871319428,602.0
7014,357.2352422926965,481.0
7015,366.47472286016927,474.0
7016,424.8219085323211,528.0
7017,496.9583307376943,650.0
7018,418.96517401307773,517.0
7019,324.31409856230977,421.0
7020,527.4413258542868,715.0
7021,345.5783169250333,446.0
7022,460.2569403027455,569.0
7023,418.5998116063794,515.0
7024,344.3980188307122,479.0
7025,522.3999913947613,652.0
7026,410.6560101516199,549.0
7027,358.86824162842447,444.0
7028,357.3688141625536,538.0
7029,359.0738661760222,476.0
7030,390.78942369685257,508.0
7031,394.8792225795841,543.0
7032,411.2989331161475,528.0
7033,598.8876506197041,740.0
7034,464.28712042495954,612.0
7035,578.6411658572842,792.0
7036,409.6502296594008,502.0
7037,536.2902291389138,684.0
7038,545.5588672922075,761.0
7039,408.32378549989534,509.0
7040,427.1229414667386,574.0
7041,656.8749452718769,861.0
7042,454.47293464879164,579.0
7043,471.6375303304106,580.0
7044,417.9979625669285,524.0
7045,443.0985734416443,570.0
7046,260.25570459621525,399.0
7047,424.38981107837,538.0
7048,432.31433781604426,550.0
7049,468.6101670281006,747.0
7050,331.7488403794573,412.0
7051,405.74086606914375,538.0
7052,481.9463966061629,740.0
7053,463.15179928661314,610.0
7054,433.5301862908535,544.0
7055,433.5580269786532,544.0
7056,533.7244964796802,782.0
7057,349.8708596703045,441.0
7058,506.15797163344104,616.0
7059,569.6280179099035,697.0
7060,386.1976746637431,475.0
7061,427.09969876564236,529.0
7062,539.4787817459933,681.0
7063,417.0193645635288,513.0
7064,611.0161002773903,845.0
7065,477.58885270316694,619.0
7066,458.0258474651245,635.0
7067,411.5730122164052,572.0
7068,407.093768047114,505.0
7069,335.91496481045067,511.0
7070,387.1850705535223,489.0
7071,473.7909891212066,789.0
7072,429.6327172438334,570.0
7073,488.58441617666256,606.0
7074,479.94823764535954,614.0
7075,389.00355396561076,493.0
7076,393.3692044103733,486.0
7077,421.4212041417644,533.0
7078,384.72594043608007,486.0
7079,442.3185175257133,552.0
7080,426.0413600869691,560.0
7081,581.8097892246725,775.0
7082,437.5089033272324,535.0
7083,582.6305935141463,785.0
7084,436.3866075001583,560.0
7085,339.6271472471508,550.0
7086,460.03757475356326,633.0
7087,422.10973020817136,559.0
7088,454.51737785779,575.0
7089,380.99293018596717,492.0
7090,528.5526960643818,634.0
7091,371.45587016021335,487.0
7092,413.35065839184546,589.0
7093,499.3486810717106,626.0
7094,458.62843814301897,844.0
7095,433.24584035993445,563.0
7096,536.3570727867855,661.0
7097,384.9244109225615,467.0
7098,662.7964876465611,911.0
7099,470.343431336703,576.0
7100,365.99226369491646,455.0
7101,479.2123665110708,599.0
7102,366.6007072018174,476.0
7103,337.27649212908057,440.0
7104,480.3341564622923,629.0
7105,403.4955003640343,544.0
7106,663.2073920895557,928.0
7107,484.0529918311794,596.0
7108,269.7035182307539,363.0
7109,442.0352849138644,579.0
7110,425.8180953647502,571.0
7111,613.417884200562,742.0
7112,448.3898817609658,723.0
7113,442.6772374797825,561.0
7114,696.7104395688775,913.0
7115,468.7241334963009,584.0
7116,465.35562924408214,568.0
7117,500.6310084289498,630.0
7118,378.7291506445316,574.0
7119,375.8925049713395,528.0
7120,550.2613990068595,667.0
7121,469.51556086642967,581.0
7122,314.31206135234885,413.0
7123,669.7847336131437,1001.0
7124,412.80611009966054,558.0
7125,494.5632868085203,650.0
7126,556.3792919565011,680.0
7127,553.963698479802,682.0
7128,355.01208555609736,484.0
7129,348.7773698461876,447.0
7130,477.8215238781144,584.0
7131,389.4361068585324,538.0
7132,472.56085352375726,642.0
7133,435.6088850641098,532.0
7134,602.8333111035071,740.0
7135,758.3935698438552,1001.0
7136,283.70209145100984,396.0
7137,470.65669484901076,733.0
7138,324.00044410056836,437.0
7139,591.2283523317799,732.0
7140,691.1776633008128,1001.0
7141,485.8604587104969,594.0
7142,466.1919926629598,609.0
7143,474.7669865474152,623.0
7144,359.47420229968253,462.0
7145,616.3173718553476,815.0
7146,418.91684517689464,522.0
7147,446.1023362616131,618.0
7148,377.9749075048248,460.0
7149,644.6033710389812,824.0
7150,675.4947100706644,872.0
7151,394.9940959065528,514.0
7152,459.16879119265883,737.0
7153,590.7605127060156,925.0
7154,377.27815843602895,492.0
7155,292.96213018014856,506.0
7156,516.7058790593775,640.0
7157,526.0513018628557,640.0
7158,436.7925219498118,572.0
7159,587.4121970273195,732.0
7160,284.84273975572006,375.0
7161,457.0602126042035,614.0
7162,713.4072431170318,1001.0
7163,531.8304091814445,658.0
7164,341.37735089653467,445.0
7165,418.50606316533856,510.0
7166,385.1404660409092,477.0
7167,443.785036234488,563.0
7168,383.51570869307716,497.0
7169,431.70834983863,544.0
7170,352.5571396724566,466.0
7171,444.2471175897253,541.0
7172,566.0477794810479,752.0
7173,325.1617548952829,418.0
7174,358.7462193804575,453.0
7175,401.5654833943782,546.0
7176,325.9879049391457,431.0
7177,496.28054283603547,599.0
7178,430.7160108905908,535.0
7179,680.428034248052,855.0
7180,523.117741815704,686.0
7181,515.5727989176922,640.0
7182,491.48201814042847,634.0
7183,371.666599187508,560.0
7184,408.58904329710043,549.0
7185,313.6974435540532,458.0
7186,491.79391149037093,661.0
7187,465.08601092247494,692.0
7188,457.26121888848763,581.0
7189,477.21400206428405,617.0
7190,394.14478962606574,485.0
7191,348.5814584491902,463.0
7192,451.74780695485316,580.0
7193,551.4305787225607,715.0
7194,365.3207874843954,471.0
7195,591.0084172431749,769.0
7196,769.1346010850623,972.0
7197,408.94927079743127,516.0
7198,534.1273071939382,678.0
7199,502.90007422926703,687.0
7200,490.8354464095043,643.0
7201,539.2014492948094,705.0
7202,377.0436543896265,662.0
7203,521.8598543617535,645.0
7204,398.4351757672049,494.0
7205,520.3714690255508,735.0
7206,509.6178531666035,659.0
7207,436.0544152927578,606.0
7208,484.32579400049826,624.0
7209,459.0829588905175,586.0
7210,433.60441270447063,546.0
7211,515.0749233340991,647.0
7212,401.0165860662103,491.0
7213,610.6653584724784,779.0
7214,287.1170326703296,404.0
7215,505.11334758327365,669.0
7216,554.0975833231452,723.0
7217,752.1142176951246,915.0
7218,467.9249454717712,593.0
7219,541.3232349136216,653.0
7220,652.7103833417599,892.0
7221,472.6942851086013,562.0
7222,548.4628398909266,675.0
7223,719.1498615411016,922.0
7224,316.02511828651376,418.0
7225,515.9559931622556,649.0
7226,421.15479317974405,599.0
7227,329.4923755058821,492.0
7228,336.16751519619004,435.0
7229,343.73709157652263,465.0
7230,428.0662826881394,588.0
7231,523.8913570094177,696.0
7232,400.8572699025722,509.0
7233,597.1789805071917,752.0
7234,535.2836428227513,759.0
7235,402.6968962124522,502.0
7236,428.042041502632,515.0
7237,583.4054917283376,803.0
7238,396.338002848092,544.0
7239,560.0577555305507,671.0
7240,511.71595063730916,615.0
7241,438.1740898777043,552.0
7242,595.1580993127097,715.0
7243,348.1484104946124,472.0
7244,557.4470085168775,794.0
7245,467.0088764980044,579.0
7246,534.0638724874769,641.0
7247,553.2420937502702,695.0
7248,478.66330813381524,601.0
7249,504.7302603400673,608.0
7250,532.0844554081003,642.0
7251,583.655472911893,770.0
7252,427.58115015977046,550.0
7253,457.17603468255544,580.0
7254,407.1112247567751,530.0
7255,481.0113928687352,591.0
7256,523.6977953585088,648.0
7257,413.4634789487436,539.0
7258,481.01055981392415,580.0
7259,419.8942845599992,575.0
7260,421.19045755166144,528.0
7261,617.1191275122835,786.0
7262,576.5362957141123,696.0
7263,567.7761079833831,838.0
7264,208.2574655315599,335.0
7265,357.9648985588073,470.0
7266,427.7545194898122,533.0
7267,287.29464692166266,406.0
7268,459.0961872879978,635.0
7269,464.2739757550891,606.0
7270,766.4457442048131,1001.0
7271,496.13579075399093,625.0
7272,377.21090279014743,506.0
7273,310.2418488534708,415.0
7274,650.8315607852278,1000.0
7275,439.0085053018916,535.0
7276,343.9721257245832,459.0
7277,508.3288343573919,611.0
7278,364.01580228007685,479.0
7279,596.7785288395073,772.0
7280,594.3579654594463,709.0
7281,453.82949269694507,557.0
7282,672.7432439322563,1001.0
7283,639.0997240594409,827.0
7284,360.49705139095056,463.0
7285,430.64388957820614,520.0
7286,444.66111070144535,550.0
7287,343.47177325444244,428.0
7288,333.5070791298974,417.0
7289,678.2183680400021,1001.0
7290,487.4284923905303,622.0
7291,691.5419788924377,928.0
7292,563.6539456261912,876.0
7293,715.4039231713642,1001.0
7294,365.2480805759733,455.0
7295,559.5565571387061,865.0
7296,515.5251166285371,647.0
7297,475.8309473101765,596.0
7298,414.3485771222208,513.0
7299,460.59927297632896,566.0
7300,315.58843524292496,452.0
7301,300.48767077693645,377.0
7302,539.0942327086685,669.0
7303,265.75264129927643,408.0
7304,483.6985604010921,670.0
7305,558.5971988810176,728.0
7306,446.9717517664801,544.0
7307,475.31260749557373,702.0
7308,421.0135219969353,503.0
7309,400.4593403111285,495.0
7310,551.1437955302854,738.0
7311,387.5206077006235,475.0
7312,497.46163479198475,619.0
7313,485.6704043549682,593.0
7314,593.0596313539809,743.0
7315,518.4406831122573,648.0
7316,431.3278251930044,518.0
7317,493.06693529022033,590.0
7318,480.32127880394967,579.0
7319,431.3124865843333,534.0
7320,460.73674118561735,589.0
7321,454.2840583034639,575.0
7322,443.969978105512,553.0
7323,482.71775956162276,591.0
7324,551.6122157378534,704.0
7325,647.6050650389915,804.0
7326,692.9042746796353,853.0
7327,419.5298501245389,511.0
7328,616.283926753685,772.0
7329,361.4607431541773,463.0
7330,684.7869441219402,1001.0
7331,331.92500177273945,447.0
7332,434.9036972784292,546.0
7333,527.1558045051102,627.0
7334,357.30403900144563,554.0
7335,457.1907129707835,545.0
7336,605.0815785098752,759.0
7337,449.5008338015201,563.0
7338,526.0114534931504,686.0
7339,364.26903197937804,465.0
7340,432.80551100389886,543.0
7341,401.43201872946236,501.0
7342,382.98755487860416,494.0
7343,441.1435516885149,544.0
7344,498.4734770393758,800.0
7345,513.8020739644165,627.0
7346,462.4886389766372,557.0
7347,450.4338325987466,547.0
7348,715.5627649442994,886.0
7349,673.9131850557849,815.0
7350,579.6218191945708,757.0
7351,560.9825200719902,672.0
7352,575.4680957171942,724.0
7353,544.0382951683929,680.0
7354,631.5699237967737,800.0
7355,717.7765715732605,955.0
7356,419.61012940435234,520.0
7357,489.05106676862135,583.0
7358,388.3849065506801,468.0
7359,423.21731257246665,507.0
7360,532.3055451124617,648.0
7361,544.7164188257079,721.0
7362,639.7160637987939,833.0
7363,622.7239320944981,762.0
7364,519.4790114477765,646.0
7365,351.1572529456527,428.0
7366,660.228085273484,1001.0
7367,542.6530503704198,668.0
7368,427.6726372199193,536.0
7369,511.79074923050996,677.0
7370,394.31460271817673,491.0
7371,355.6871999115153,510.0
7372,526.51476187834,619.0
7373,403.01322543738405,499.0
7374,517.9110275260837,632.0
7375,691.0964989271238,882.0
7376,533.3571102298318,648.0
7377,452.81654859262363,545.0
7378,413.9965588315712,574.0
